UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2017-00012268,2017-02-24 01:42:00,2017-02-24 01:42:00,Emergency Petition,CBE,University Blvd,,39.0006468,-76.9413438
2017-00012283,2017-02-24 02:46:00,2017-02-24 02:46:00,Assist Other Agency,CBE,8150 Baltimore Ave,"7-11 Varsity, 7-Eleven Varsity",38.9914779,-76.9343642
2017-00012292,2017-02-24 03:40:00,2017-02-24 03:40:00,Emergency Petition,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00012314,2017-02-24 05:59:00,2017-02-24 05:59:00,Assist Other Agency,CBE,4300 block of Hartwick Rd,,38.980125,-76.94235499999998
2017-00012338,2017-02-23 15:00:00,2017-02-24 08:31:00,Vandalism,Suspended,Lot Q,,39.019667999999996,-76.9243848
2017-00012350,2017-02-22 09:00:00,2017-02-24 10:14:00,Theft,Suspended,7000 block of Preinkert Dr,,38.983464700000006,-76.9451097
2017-00012360,2017-02-22 18:00:00,2017-02-24 11:09:00,Assist Other Agency,CBE,4300 Hartwick Rd,Terrapin Row,38.980125,-76.94235499999998
2017-00012365,2017-02-24 10:00:00,2017-02-24 13:45:00,Other Incident,CBE,4500 block of Knox Rd,,38.9809271,-76.9370323
2017-00012371,2017-02-24 15:13:00,2017-02-24 15:13:00,Injured/Sick Person,CBE,Engineering Fields,,38.987828799999996,-76.93729859999998
2017-00012393,2017-02-24 14:40:00,2017-02-24 17:52:00,Injured/Sick Person,CBE,4213 Valley Dr,Bel Air Hall,38.99296,-76.94247299999998
2017-00012436,2017-02-24 20:27:00,2017-02-24 20:27:00,DWI/DUI,Arrest,Metzerott Rd,,39.0015427,-76.94838990000002
2017-00012537,2017-02-25 02:01:00,2017-02-25 02:01:00,Injured/Sick Person,CBE,3900 block of Campus Dr,,38.98594129999999,-76.94698709999999
2017-00012538,2017-02-25 02:08:00,2017-02-25 02:08:00,Injured/Sick Person,CBE,Lot 17c,,38.9804379,-76.9303192
2017-00012539,2017-02-25 02:00:00,2017-02-25 02:12:00,Burglary,Suspended,4000 block of Stadium Dr,,38.9924384,-76.9474152
2017-00012545,2017-02-25 03:36:00,2017-02-25 03:36:00,Accident,Active/Pending,4400 block of Lehigh Rd,,38.9817456,-76.939422
2017-00012600,2017-02-25 02:30:00,2017-02-25 10:48:00,Assist Other Agency,CBE,4600 block of Knox Rd,,38.980069,-76.93436059999998
2017-00012620,2017-02-25 13:00:00,2017-02-25 12:30:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2017-00012621,2017-02-25 00:00:00,2017-02-25 12:49:00,Assist Other Agency,CBE,7000 block of Wake Forest Dr,,38.975522,-76.936256
2017-00012628,2017-02-25 04:00:00,2017-02-25 14:00:00,Assist Other Agency,CBE,1300 block of University Blvd,,39.0006468,-76.9413438
2017-00012658,2017-02-25 15:30:00,2017-02-25 18:28:00,Assist Other Agency,CBE,7200 block of Baltimore Ave,,38.97844,-76.93834269999998
2017-00012684,2017-02-25 21:01:00,2017-02-25 21:01:00,Injured/Sick Person,CBE,4025 Stadium Dr,"PG3, Stadium Drive Parking Garage",38.99182589999999,-76.94760219999998
2017-00012691,2017-02-25 22:07:00,2017-02-25 22:07:00,Injured/Sick Person,CBE,7500 block of Regents Dr,,38.98244589999999,-76.93909520000003
2017-00012692,2017-02-25 22:17:00,2017-02-25 22:17:00,CDS Violation,CBE,3800 block of Stadium Dr,,38.9919854,-76.95030390000002
2017-00012745,2017-02-26 00:50:00,2017-02-26 00:51:00,Suspicious Person/Auto,CBE,7500 block of Baltimore Ave,,38.9821715,-76.93799399999997
2017-00012753,2017-02-26 00:30:00,2017-02-26 01:15:00,Title IX Incident Non Criminal,Active/Pending,7154 Preinkert Dr,Caroline Hall,38.983579399999996,-76.94516429999999
2017-00012754,2017-02-26 01:20:00,2017-02-26 01:20:00,CDS Violation,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00012775,2017-02-26 05:37:00,2017-02-26 05:37:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00012831,2017-02-24 21:00:00,2017-02-26 12:45:00,Vandalism,CBE,Lot 1b,,38.9884046,-76.9494025
2017-00012914,2017-02-26 20:00:00,2017-02-26 20:07:00,Suspicious Activity,Active/Pending,7600 block of Library Ln,,38.98644000000001,-76.94518199999997
2017-00013049,2017-02-27 09:55:00,2017-02-27 10:23:00,Theft,CBE,4200 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building, SPH",38.99296349999999,-76.9431401
2017-00013063,2017-02-27 11:52:00,2017-02-27 11:52:00,Damage to State Property,CBE,4610 Norwich Rd,"Leonardtown #239, Leonardtown",38.98242279999999,-76.93336520000003
2017-00013092,2017-02-22 06:00:00,2017-02-27 14:24:00,Theft,Arrest,4090 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.98718570000001,-76.9467566
2017-00013095,2017-02-27 15:01:00,2017-02-27 15:01:00,Injured/Sick Person,CBE,4200 block of Valley Dr,,38.9930708,-76.94819439999998
2017-00013121,2017-02-27 17:13:00,2017-02-27 17:13:00,Disorderly Conduct,CBE,3983 Campus Dr,Health Center,38.98726420000001,-76.9458263
2017-00013124,2017-02-27 17:30:00,2017-02-27 17:49:00,Injured/Sick Person,CBE,3951 Denton Service Ln,Denton Area Dining Hall,38.993112599999996,-76.94909009999998
2017-00013186,2017-02-27 21:40:00,2017-02-27 23:13:00,Injured/Sick Person,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00013198,2017-02-27 23:38:00,2017-02-28 00:19:00,Theft,Arrest,4400 block of Knox Rd,,38.980953,-76.9371865
2017-00013210,2017-02-28 01:17:00,2017-02-28 01:17:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00013217,2017-02-28 03:40:00,2017-02-28 03:40:00,Trespassing,CBE,6900 block of Preinkert Dr,,38.9821747,-76.9448626
2017-00013252,2017-02-28 09:42:00,2017-02-28 09:42:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00013255,2017-02-27 18:30:00,2017-02-28 09:58:00,Theft,Arrest,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2017-00013264,2017-02-27 13:00:00,2017-02-28 10:27:00,Theft,Arrest,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2017-00013270,2017-02-27 21:00:00,2017-02-28 12:07:00,Theft from Auto,Suspended,7700 block of Adelphi Rd,,38.99425979999999,-76.96025429999997
2017-00013272,2017-02-28 12:15:00,2017-02-28 12:15:00,Emergency Petition,CBE,3983 Campus Dr,Health Center,38.98726420000001,-76.9458263
2017-00013273,2017-02-28 12:17:00,2017-02-28 12:17:00,Injured/Sick Person,CBE,3800 block of Stadium Dr,,38.9919854,-76.95030390000002
2017-00013280,2017-02-28 13:53:00,2017-02-28 13:54:00,Accident - Departmental,CBE,Campus Dr,,38.9886616,-76.9350786
2017-00013355,2017-02-28 23:13:00,2017-02-28 23:13:00,CDS Violation,CBE,7600 block of Library Ln,,38.98644000000001,-76.94518199999997
2017-00013489,2017-03-01 10:50:00,2017-03-01 11:34:00,Other Incident,CBE,8200 block of Baltimore Ave,,38.9921,-76.933371
2017-00013509,2017-01-18 13:55:00,2017-03-01 14:45:00,Theft,Suspended,7600 block of Library Ln,,38.98644000000001,-76.94518199999997
2017-00013641,2017-03-01 23:24:00,2017-03-01 23:24:00,CDS Violation,CBE,4025 Stadium Dr,"PG3, Stadium Drive Parking Garage",38.99182589999999,-76.94760219999998
2017-00013650,2017-03-02 00:17:00,2017-03-02 00:17:00,Assault,Arrest,4400 block of Knox Rd,,38.980953,-76.9371865
2017-00013662,2017-03-02 00:47:00,2017-03-02 02:27:00,Emergency Petition,CBE,8300 block of Baltimore Ave,,38.992540999999996,-76.933663
2017-00013716,2017-03-01 19:00:00,2017-03-02 11:07:00,Theft,Suspended,3972 Campus Dr,"Stamp, Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000002
2017-00013734,2017-03-02 14:15:00,2017-03-02 14:15:00,Injured/Sick Person,CBE,3800 Golf Course Rd,Golf Course Club House,38.9911831,-76.95459360000002
2017-00013736,2016-12-29 13:00:00,2017-03-02 14:44:00,Lost Property,CBE,4300 block of Stadium Dr,,38.9904997,-76.9416475
2017-00013824,2017-03-02 23:19:00,2017-03-02 23:19:00,CDS Violation,CBE,Lot 2g,,38.994511700000004,-76.94747209999998
2017-00013850,2017-03-03 01:17:00,2017-03-03 01:17:00,Burglary,Arrest,4130 Campus Dr,Hornbake Library,38.9880891,-76.94150520000002
2017-00013889,2017-03-03 03:26:00,2017-03-03 03:26:00,Injured/Sick Person,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00013962,2017-03-03 12:45:00,2017-03-03 13:29:00,Theft,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00013973,2017-03-03 11:50:00,2017-03-03 14:22:00,Suspicious Activity (Title IX Related),Active/Pending,4130 Campus Dr,Hornbake Library,38.9880891,-76.94150520000002
2017-00014016,2017-03-03 18:53:00,2017-03-03 18:53:00,Theft,Arrest,4200 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building, SPH",38.99296349999999,-76.9431401
2017-00014055,2017-02-27 17:00:00,2017-03-03 21:09:00,Theft,Active/Pending,4300 block of Rowalt Dr,,38.9792916,-76.94163580000001
2017-00014059,2017-03-03 20:57:00,2017-03-03 21:40:00,Injured/Sick Person,CBE,4300 Knox Rd,Delta Sigma Phi,38.98145020000001,-76.9423238
2017-00014096,2017-03-03 23:50:00,2017-03-03 23:50:00,CDS Violation,Arrest,4000 block of Stadium Dr,,38.9924384,-76.9474152
2017-00014110,2017-03-04 00:20:00,2017-03-04 00:28:00,Injured/Sick Person,CBE,4500 block of Hartwick Rd,,38.9794422,-76.9371184
2017-00014117,2017-03-04 01:01:00,2017-03-04 01:01:00,Injured/Sick Person,CBE,4201 Valley Dr,Chestertown Hall,38.9927834,-76.9434694
2017-00014121,2017-03-04 01:15:00,2017-03-04 01:15:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00014124,2017-03-04 01:30:00,2017-03-04 01:36:00,Assist Other Agency,CBE,4500 block of College Ave,,38.9824214,-76.93702420000002
2017-00014129,2017-03-04 02:54:00,2017-03-04 02:54:00,Injured/Sick Person,CBE,4500 block of Valley Dr,,38.9930708,-76.94819439999998
2017-00014138,2017-03-04 04:13:00,2017-03-04 04:13:00,Vandalism,CBE,4131 Campus Dr,"Edward St. John Learning and Teching Center, ESJ",38.9875413,-76.9419192
2017-00014147,2017-03-04 06:21:00,2017-03-04 06:21:00,Damage to State Property,CBE,4025 Stadium Dr,"PG3, Stadium Drive Parking Garage",38.99182589999999,-76.94760219999998
2017-00014152,2017-03-03 22:00:00,2017-03-04 07:31:00,Vandalism,Suspended,Lot J2,,39.0206756,-76.92883499999998
2017-00014191,2017-03-01 22:00:00,2017-03-04 11:03:00,Vandalism,Suspended,7567 Yale Ave,"Leonardtown #248, Leonardtown",38.983942,-76.93340460000002
2017-00014337,2017-03-05 00:48:00,2017-03-05 00:48:00,Injured/Sick Person,CBE,4100 block of Valley Dr,,38.9930708,-76.94819439999998
2017-00014547,2017-03-05 14:00:00,2017-03-05 22:39:00,Assist Other Agency,Active/Pending,8700 block of Baltimore Ave,,38.997044700000004,-76.93225610000002
2017-00014559,2017-03-05 23:08:00,2017-03-05 23:08:00,CDS Violation,Arrest,4500 block of Calvert Rd,,38.978491,-76.93604169999998
2017-00014561,2017-03-05 23:13:00,2017-03-05 23:13:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00014563,2017-03-05 23:42:00,2017-03-05 23:42:00,CDS Violation,CBE,3912 Denton Service Ln,Oakland Hall,38.993831799999995,-76.9496542
2017-00014573,2017-03-06 00:30:00,2017-03-06 00:30:00,CDS Violation,Arrest,3951 Denton Service Ln,Denton Area Dining Hall,38.993112599999996,-76.94909009999998
2017-00014586,2017-03-06 01:45:00,2017-03-06 01:45:00,Recovered Stolen Property,CBE,7300 block of Baltimore Ave,,38.9798863,-76.93837490000001
2017-00014674,2017-03-02 10:00:00,2017-03-06 13:54:00,Theft,Arrest,7626 Regents Dr,Annapolis Hall,38.9827235,-76.9396556
2017-00014682,2017-03-06 14:25:00,2017-03-06 14:25:00,Injured/Sick Person,CBE,4296 Stadium Dr,"Physical Sciences Complex, PSC",38.9904997,-76.9416475
2017-00014705,2017-02-20 12:00:00,2017-03-06 16:00:00,Suspicious Activity,CBE,7500 block of Baltimore Ave,,38.9821715,-76.93799399999997
2017-00014775,2017-03-06 22:36:00,2017-03-06 22:36:00,Suspicious Person/Auto,CBE,3700 block of Campus Dr,,38.98466370000001,-76.9509793
2017-00014822,2017-03-07 03:55:00,2017-03-07 03:55:00,Emergency Petition,CBE,4200 block of Valley Dr,,38.9930708,-76.94819439999998
2017-00014842,2017-03-01 16:00:00,2017-03-07 07:37:00,Dept Property Damage/Loss,CBE,7500 block of Baltimore Ave,,38.9821715,-76.93799399999997
2017-00014849,2017-03-07 08:55:00,2017-03-07 09:07:00,Suspicious Person/Auto,Active/Pending,4300 block of Rowalt Dr,,38.9792916,-76.94163580000001
2017-00014860,2017-03-01 12:00:00,2017-03-07 10:17:00,Hate Bias Incident,CBE,3800 block of Campus Dr,,38.984806400000004,-76.94907540000001
2017-00015095,2017-03-07 07:00:00,2017-03-08 09:11:00,Lost Property,CBE,7500 block of Baltimore Ave,,38.9821715,-76.93799399999997
2017-00015097,2017-03-07 13:00:00,2017-03-08 09:39:00,Trespassing,Suspended,3951 Denton Service Ln,Denton Area Dining Hall,38.993112599999996,-76.94909009999998
2017-00015150,2017-03-08 12:00:00,2017-03-08 13:25:00,Threat Assessment,Active/Pending,7500 block of Baltimore Ave,,38.9821715,-76.93799399999997
2017-00015182,2017-03-08 15:55:00,2017-03-08 15:55:00,Injured/Sick Person,CBE,4300 Terrapin Trl,Chesapeake Building,38.99798870000001,-76.94194809999998
2017-00015235,2017-03-08 19:18:00,2017-03-08 19:23:00,Suspicious Activity,CBE,3900 block of Campus Dr,,38.98594129999999,-76.94698709999999
2017-00015293,2017-03-09 00:41:00,2017-03-09 00:41:00,Traffic Offense,CBE,4400 block of Hartwick Rd,,38.980174,-76.9397142
2017-00015371,2017-03-01 20:33:00,2017-03-09 10:41:00,Theft,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2017-00015374,2017-03-09 08:00:00,2017-03-09 11:05:00,Theft,Unfounded,4066 Campus Dr,Bioscience Research Building,38.987534000000004,-76.9431043
2017-00015414,2017-03-09 15:36:00,2017-03-09 15:36:00,Assault,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999997
2017-00015418,2017-03-09 01:30:00,2017-03-09 16:26:00,Fraud (Title IX Related),Suspended,3800 block of Stadium Dr,,38.9919854,-76.95030390000002
2017-00015443,2017-03-09 18:30:00,2017-03-09 18:30:00,Injured/Sick Person,CBE,4200 block of Knox Rd,,38.980995899999996,-76.9440785
2017-00015445,2017-03-09 18:36:00,2017-03-09 18:38:00,Injured/Sick Person,CBE,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2017-00015463,2017-03-09 19:43:00,2017-03-09 19:43:00,Assault,CBE,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2017-00015492,2017-03-09 19:00:00,2017-03-09 22:06:00,Fraud (Title IX Related),Suspended,4000 block of Stadium Dr,,38.9924384,-76.9474152
2017-00015494,2017-03-09 22:23:00,2017-03-09 22:23:00,CDS Violation,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00015528,2017-03-10 00:19:00,2017-03-10 00:19:00,CDS Violation,Arrest,8500 block of Adelphi Rd,,38.99425979999999,-76.96025429999997
2017-00015546,2017-03-10 01:31:00,2017-03-10 01:31:00,Injured/Sick Person,CBE,College Ave,,38.9804379,-76.9303192
2017-00015563,2017-03-10 02:35:00,2017-03-10 02:35:00,DWI/DUI,Arrest,Mowatt Ln,,38.9822472,-76.947075
2017-00015566,2017-03-10 02:50:00,2017-03-10 02:50:00,Trespassing,CBE,3900 block of Campus Dr,,38.98594129999999,-76.94698709999999
2017-00015643,2017-03-10 10:00:00,2017-03-10 12:03:00,Vandalism,Suspended,8223 Paint Branch Dr,"A.V. Williams Building, AV Williams",38.9907883,-76.93629419999998
2017-00015693,2017-03-10 17:51:00,2017-03-10 17:51:00,CDS Violation,Arrest,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00015719,2017-03-10 19:16:00,2017-03-10 19:16:00,CDS Violation,CBE,4200 block of Lehigh Rd,,38.978549900000004,-76.9252788
2017-00015742,2017-03-10 20:40:00,2017-03-10 20:40:00,Theft,Arrest,3800 block of Stadium Dr,,38.9919854,-76.95030390000002
2017-00015748,2017-03-10 21:22:00,2017-03-10 21:22:00,Assist Other Agency,CBE,3700 block of Campus Dr,,38.98466370000001,-76.9509793
2017-00015765,2017-03-10 22:15:00,2017-03-10 22:15:00,Fire,CBE,3912 Denton Service Ln,Oakland Hall,38.993831799999995,-76.9496542
2017-00015777,2017-03-10 22:15:00,2017-03-10 23:26:00,CDS Violation,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00015799,2017-03-11 00:48:00,2017-03-11 00:48:00,Suspicious Person/Auto,Arrest,4400 block of Knox Rd,,38.980953,-76.9371865
2017-00015814,2017-03-11 02:52:00,2017-03-11 02:52:00,Other Incident,CBE,Cornell Ave,,38.980631,-76.9443696
2017-00015925,2017-03-10 18:00:00,2017-03-11 15:59:00,Theft,Suspended,4610 Norwich Rd,"Leonardtown #239, Leonardtown",38.98242279999999,-76.93336520000003
2017-00015926,2017-03-10 19:00:00,2017-03-11 16:17:00,Theft from Auto,Active/Pending,Lot 11b,,38.9884046,-76.9494025
2017-00015945,2017-03-11 17:43:00,2017-03-11 17:43:00,Injured/Sick Person,CBE,7675 Baltimore Ave,Ritchie Coliseum,38.9878089,-76.93553390000002
2017-00016017,2017-03-11 23:15:00,2017-03-11 23:15:00,Vandalism,Active/Pending,Chapel Ln,,38.984475,-76.9412993
2017-00016018,2017-03-11 11:53:00,2017-03-11 23:51:00,Weapon Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00016034,2017-03-12 01:41:00,2017-03-12 01:41:00,Injured/Sick Person,CBE,4400 block of Knox Rd,,38.980953,-76.9371865
2017-00016036,2017-03-12 02:10:00,2017-03-12 02:08:00,Injured/Sick Person,CBE,8150 Baltimore Ave,"7-11 Varsity, 7-Eleven Varsity",38.9914779,-76.9343642
2017-00016037,2017-03-12 02:41:00,2017-03-12 02:41:00,Injured/Sick Person,CBE,4300 block of Knox Rd,,38.98145020000001,-76.9423238
2017-00016101,2017-03-12 01:30:00,2017-03-12 13:29:00,Assist Other Agency,CBE,8150 Baltimore Ave,"7-11 Varsity, 7-Eleven Varsity",38.9914779,-76.9343642
2017-00016288,2017-03-13 08:30:00,2017-03-13 09:15:00,Other Incident,CBE,8169 Paint Branch Dr,"Computer Science Instructional Center, CSIC",38.990122899999996,-76.9372843
2017-00016304,2017-03-13 11:15:00,2017-03-13 11:25:00,Assault,Arrest,Paint Branch Dr,,38.9948825,-76.93735029999998
2017-00016317,2017-02-27 20:30:00,2017-03-13 13:37:00,Theft,Active/Pending,3951 Denton Service Ln,Denton Area Dining Hall,38.993112599999996,-76.94909009999998
2017-00016384,2017-03-13 19:29:00,2017-03-13 21:09:00,Other Incident,CBE,4200 block of Lehigh Rd,,38.978549900000004,-76.9252788
2017-00016399,2017-03-13 23:53:00,2017-03-13 23:53:00,Injured/Sick Person,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00016400,2017-03-14 00:01:00,2017-03-14 00:01:00,CDS Violation,CBE,4000 block of Stadium Dr,,38.9924384,-76.9474152
2017-00016415,2017-03-14 03:22:00,2017-03-14 03:22:00,Suspicious Activity,Active/Pending,Lot GG1,,38.9896143,-76.9357629
2017-00016449,2017-03-14 11:56:00,2017-03-14 11:56:00,Injured/Sick Person,CBE,7500 block of Calvert Service Ln,,38.9822813,-76.9424628
2017-00016459,2017-03-12 17:00:00,2017-03-14 13:25:00,Lost Property,CBE,340 block of Ehrensberger Dr,,38.9869361,-76.95497309999998
2017-00016470,2017-03-14 15:26:00,2017-03-14 15:26:00,Injured/Sick Person,CBE,7567 Yale Ave,"Leonardtown #248, Leonardtown",38.983942,-76.93340460000002
2017-00016610,2017-03-15 06:59:00,2017-03-15 06:59:00,Injured/Sick Person,CBE,3834 Campus Dr,"Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building",38.98492299999999,-76.94715090000003
2017-00016611,2017-03-13 23:30:00,2017-03-15 06:48:00,Damage to State Property,Active/Pending,5200 block of Greenbelt Rd,,38.998129999999996,-76.9210325
2017-00016619,2017-03-13 12:30:00,2017-03-15 08:52:00,Damage to State Property,Unfounded,Lot L,,38.9896967,-76.93776
2017-00016631,2017-03-15 09:45:00,2017-03-15 09:55:00,Injured/Sick Person,CBE,Lot UU,,39.0326971,-76.9500829
2017-00016642,2017-03-14 22:00:00,2017-03-15 10:40:00,Title IX Incident Non Criminal,CBE,7300 block of Baltimore Ave,,38.9798863,-76.93837490000001
2017-00016646,2017-03-13 13:00:00,2017-03-15 11:02:00,Theft,Suspended,4291 Fieldhouse Dr,Plant Sciences Building,38.9888289,-76.94117
2017-00016741,2017-03-15 21:14:00,2017-03-15 21:14:00,Assist Other Agency,CBE,4600 block of Calvert Rd,,38.978528000000004,-76.9356505
2017-00016744,2017-03-15 22:00:00,2017-03-15 22:04:00,CDS Violation,CBE,7154 Preinkert Dr,Caroline Hall,38.983579399999996,-76.94516429999999
2017-00016765,2017-03-16 02:11:00,2017-03-16 02:11:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2017-00016834,2017-03-12 17:00:00,2017-03-16 14:12:00,Theft,Active/Pending,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2017-00016862,2017-03-16 16:30:00,2017-03-16 18:22:00,Other Incident,CBE,3900 block of Denton Service Ln,,38.993831799999995,-76.9496542
2017-00016981,2017-03-09 22:30:00,2017-03-17 00:26:00,Rape (Title IX Related),CBE,8500 block of Boteler Ln,,39.002745000000004,-76.94251700000002
2017-00016994,2017-03-17 01:17:00,2017-03-17 01:17:00,Emergency Petition,CBE,4121 Farm Dr,"La Plata Hall, LaPlata hall",38.9924408,-76.9456119
2017-00017043,2017-03-17 08:50:00,2017-03-17 08:58:00,Vandalism,Suspended,4298 Campus Dr,Martin Hall,38.9882089,-76.93779239999998
